0.111111111,5,0.02173913,0.97826087,0.411585366,0.116869919,0.020325203,0.005081301,0.030487805,0.005081301,0.025406504,0.010162602,0,0,0.445954907,0.119363395,0.038129973,0.0066313,0.0066313,0.001657825,0,0.0066313,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,13.66666667,41.88888889,0.246,0.754,0
0.111111111,3.777777778,0.028571429,0.971428571,0.439814815,0.108024691,0.054012346,0.007716049,0,0.007716049,0,0.007716049,0,0,0.341386555,0.191701681,0.042016807,0.015756303,0.010504202,0.007878151,0.013130252,0.00262605,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,9,26.44444444,0.253918495,0.746081505,0
0.555555556,3.444444444,0.138888889,0.861111111,0.516304348,0.04076087,0.04076087,0.027173913,0,0,0,0,0,0,0.485692771,0.082831325,0.045180723,0.011295181,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,5.111111111,18.44444444,0.216981132,0.783018868,0
1.111111111,2.666666667,0.294117647,0.705882353,0.520833333,0.029761905,0.029761905,0.014880952,0,0,0.014880952,0.014880952,0,0,0.496323529,0.073529412,0.045955882,0,0,0.009191176,0,0,0,0,0.595238095,0.029761905,0,0,0,0,0,0,0,0,0.821078431,0.012254902,0,0,0,0,0,0,0,0,4.666666667,7.555555556,0.381818182,0.618181818,0
1.333333333,3.111111111,0.3,0.7,0.461309524,0.104166667,0,0.037202381,0,0.014880952,0.007440476,0,0,0,0.515873016,0.049603175,0.024801587,0.009920635,0.004960317,0.004960317,0.004960317,0.009920635,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,9.333333333,14,0.4,0.6,0
1.111111111,1,0.526315789,0.473684211,0.496323529,0.055147059,0,0,0.018382353,0.036764706,0.018382353,0,0,0,0.535714286,0.05952381,0.014880952,0.014880952,0,0,0,0,0,0,0.551470588,0.073529412,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,3.777777778,4.666666667,0.447368421,0.552631579,0
2.857142857,2.714285714,0.512820513,0.487179487,0.427295918,0.102040816,0.038265306,0.025510204,0.012755102,0.006377551,0,0,0.006377551,0.006377551,0.480769231,0.054086538,0.030048077,0.018028846,0.030048077,0.006009615,0.006009615,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,14,14.85714286,0.485148515,0.514851485,0
2,4.714285714,0.29787234,0.70212766,0.403645833,0.091145833,0.045572917,0.01953125,0.026041667,0.032552083,0,0,0,0.006510417,0.486878453,0.069060773,0.017265193,0.006906077,0.010359116,0.010359116,0.006906077,0.006906077,0.003453039,0.006906077,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,13.71428571,25.85714286,0.346570397,0.653429603,0
1.428571429,4.428571429,0.243902439,0.756097561,0.505050505,0.075757576,0.012626263,0.012626263,0,0,0.006313131,0.006313131,0.006313131,0,0.475746269,0.096393035,0.006218905,0.021766169,0.012437811,0,0.003109453,0.009328358,0,0,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,14.14285714,28.71428571,0.33,0.67,0
1.857142857,4.571428571,0.288888889,0.711111111,0.369897959,0.095663265,0.057397959,0.031887755,0.031887755,0.006377551,0.012755102,0.006377551,0,0.012755102,0.410502959,0.12943787,0.036982249,0.018491124,0.014792899,0,0,0.003698225,0.003698225,0.00739645,0.625,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,14,24.14285714,0.367041199,0.632958801,0
